NOM DU MUSEE,ADR,CP,VILLE,SITWEB,latitude,longitude
Musée d'Archéologie Tricastine,B.P. 44,26131,SAINT-PAUL-TROIS-CHATEAUX Cedex,http://www.ville-saintpaultroischateaux.fr/-Musee-d-archeologie-tricastine-.html,47.394544,0.712424
Musée du site Préhistorique,La Hâle,26420,VASSIEUX-EN-VERCORS,http://www.prehistoire-vercors.fr,44.913986,5.379117
Musée-château d'Annecy,Place du château,74000,ANNECY,http://musees.agglo-annecy.fr,45.897256,6.124943
Musée Alpin,"89, Avenue Michel Croz",74400,CHAMONIX,Site de la ville - www.chamonix.com,45.923429,6.871049
Musée Léon Marès,"Château de Montrottier

60, Allée du Château",74330,LOVAGNY,http://www.chateaudemontrottier.com ou www.academie-florimontane.fr,45.898181,6.040579
Musée de Rumilly et de l'Albanais,"""Les Tabacs""

23, Avenue Gantin",74150,RUMILLY,,45.861568,5.947618
Musée des Vallées de Thônes,"2, Rue Blanche",74230,THONES,,45.881618,6.324161
Musée du Chablais,"Château de Sonnaz

2, Rue Michaud",74200,THONON-LES-BAINS,Site de la ville,46.373501,6.478563
Musée d'Huez et de l'Oisans,Route de la Poste,38750,ALPE D'HUEZ,http://www.musee.alpedhuez.com,45.09125,6.064274
Musée de Bourgoin-Jallieu,"17, Rue Victor Hugo",38300,BOURGOIN-JALLIEU,http://www.bourgoinjallieu.fr,45.586588,5.279159
Musée - Parc Archéologique du Lac de Paladru,"15, Place de l'Eglise",38850,CHARAVINES,http://www.museelacdepaladru.com,45.42854,5.515787
Musée Géo-Charles,"1, Rue Géo-Charles",38130,ECHIROLLES,http://www.ville-echirolles.fr/sortir/geocharles/geocharles.html,45.149349,5.699616
Musée Archéologique Grenoble Saint-Laurent,Place Saint-Laurent,38000,GRENOBLE,http://www.musee-archeologique-grenoble.com,45.197841,5.731863
Musée de la Résistance de la Déportation de l'Isère,"14, rue Hébert",38000,GRENOBLE,http://www.resistance-en-isere.fr,45.190041,5.735245
Musée Stendhal,"1, Rue Hector Berlioz",38000,GRENOBLE,Site du patrimoine de l'Isère - www.patrimoine-en-isere.fr,45.192869,5.726204
Musée de Grenoble,5 Place de Lavalette,38000,GRENOBLE,http://www.museedegrenoble.fr,45.194026,5.732094
Musée Dauphinois,"30, Rue Maurice Gignoux",38031,GRENOBLE Cedex 1,http://www.musee-dauphinois.fr,45.195383,5.727094
Muséum d'Histoire Naturelle de Grenoble,"1, Rue Dolomieu

B.P. 3022",38816,GRENOBLE Cedex 1,http://www.museum-grenoble.fr,45.188059,5.735163
Maison du Patrimoine de Hières-sur-Amby,Montée de la Cure,38118,HIERES SUR AMBY,http://www.musee.larina-hieres.com ou Site du patrimoine en isère - www.patrimoine-en-isere.fr,45.797253,5.294061
Musée Hébert,Chemin Hébert,38700,LA TRONCHE,http://www.musee-hebert.fr,45.205577,5.7513
Musée Hector Berlioz,"69, Rue de la République

B.P. 63",38261,LA-COTE-SAINT-ANDRE Cedex,http://www.musee-hector-berlioz.com,45.393386,5.261189
Musée de la Grande Chartreuse,La Correrie,38380,SAINT-PIERRE-DE-CHARTREUSE,http://www.musee-grande-chartreuse.fr,45.350369,5.791339
Musée des Beaux-Arts et d'Archéologie,Place de Miremont,38200,VIENNE,http://www.musees-vienne.fr - Site du patrimoine de l'Isère,43.369246,1.415628
Musée-Cloître Saint-André-Le-Bas,Place du Jeau de Paume,38200,VIENNE,http://www.musees-vienne.fr  Site du patrimoine de l'Isère,45.526917,4.873476
Musée Lapidaire Saint-Pierre,Place Saint-Pierre,38200,VIENNE,http://www.musees-vienne.fr  - Site du patrimoine de l'Isère,45.523327,4.870902
Musée Lucien Mainssieux,"B.P. 268

7, Place Léon Chaloin",38507,VOIRON Cedex,http://www.ville-voiron.fr,45.356152,5.579655
Musée Alice Taverne,Rue de la Grye,42820,AMBIERLE,http://alicetaverne-musee.pagesperso-orange.fr/accueil/accueil.html,46.105295,3.896343
Musée Hospitalier,"9, Boulevard du Général Leclerc

B.P. 14",42190,CHARLIEU,http://www.ville-charlieu.fr/avoir/musees/le-musee-hospitalier,46.160588,4.171147
Musée de la Soierie,"9, Boulevard Général Leclerc

B.P. 14",42190,CHARLIEU,http://www.ville-charlieu.fr/avoir/musees/musee-de-la-soierie,46.160588,4.171147
Atelier - Musée du Chapeau,"31, Rue Martouret",42140,CHAZELLES-SUR-LYON,http://www.museeduchapeau.com,45.638304,4.394089
Musée d'Histoire du  20ème Siècle - Résistance et Déportation,Rue du Couvent,42380,ESTIVAREILLES,,45.416139,4.00978
Musée d'Archéologie,"3, Rue Victor de Laprade",42110,FEURS,Site de la ville : www.feurs.org,45.744232,4.219876
Musée Historial,"Mairie

Le Bourg",42260,GREZOLLES,,45.863803,3.951671
Musée d'Allard,"13, Boulevard de la Préfecture",42600,MONTBRISON,Site de la ville,45.608241,4.06195
Musée de la Diana,"7, Rue Florimont Robertet",42600,MONTBRISON,http://www.ladiana.com,45.605503,4.066793
Musée de la Maille,RUE DE SAINT-ANDRE,42300,RIORGES,L'Ecomusée du Roannais a récupéré les collections du musée,46.034805,4.037461
Ecomusée du Roannais,Passage Général Giraud,42300,ROANNE,,46.034216,4.056283
Musée des Beaux-Arts et d'Archéologie J. Dechelette,"22, Rue Anatole France",42300,ROANNE,Site de la mairie,46.034953,4.069842
Musée d'Art Moderne de St-Etienne Métropole,La Terrasse,42000,SAINT-ETIENNE,http://www.mam-st-etienne.fr/,45.465063,4.376969
Musée de la Mine / Site Couriot,"3, Boulevard Franchet d'Esperey",42000,SAINT-ETIENNE,http://www.musee-mine.saint-etienne.fr OU site de la ville : www.saint-etienne.fr,45.438944,4.376487
Musée Folklorique du Vieux Saint-Etienne,"Hôtel de Villeneuve

13 bis, Rue Gambetta",42000,SAINT-ETIENNE,http://www.vieux-saint-etienne.com,45.434935,4.388595
Musée d'Art et d'Industrie,"2, Place Louis Comte",42026,SAINT-ETIENNE Cedex 1,"www.musee-art-industrie.saint-etienne.fr ou www.saint-etienne.fr rubrique ""vivre la culture""",45.431538,4.387485
Château de la Bastie d'Urfé,,42130,SAINT-ETIENNE-LE-MOLARD,Site du conseil général,45.749273,4.105263
Musée Municipal,Place de l'hôtel de Ville,42260,SAINT-GERMAIN-LAVAL,,45.830255,4.010602
Musée des Civilisations,Place Madeleine Rousseau,42170,SAINT-JUST-SAINT-RAMBERT,,45.499124,4.265111
Musée Barthélemy-Thimonnier,Place de l'Hôtel de Ville,69550,AMPLEPUIS,"www.graha-museethimonnier.org

site de la ville",45.972623,4.331458
Musée Folklorique et Traditions Populaires Marius Audin,Place de l'Hôtel de Ville,69430,BEAUJEU,http://www.beaujolaisvignoble.com,46.154579,4.587283
Musée d'Art Contemporain de Lyon,"Cité Internationale

81, Quai Charles de Gaulle",69006,LYON,http://www.moca-lyon.org,45.784064,4.852585
Musée des Sapeurs-Pompiers de Lyon,"CASC Musée

17, Rue Rabelais",69003,LYON,http://www.museepompiers.com/,45.762684,4.844539
Centre d'Histoire de la Résistance et de la Déportation,"14, Avenue Berthelot",69007,LYON,http://www.chrd.lyon.fr,45.747037,4.835797
Musée des Confluences,"10, Rue Boileau",69006,LYON,http://www.museedesconfluences.fr,45.774092,4.847976
Musée de la Civilisation Gallo-Romaine,"17, Rue Cléberg",69005,LYON,http://www.musees-gallo-romains.com,45.760529,4.82004
Musée des Hospices Civils de Lyon,"Hôtel Dieu

1, Place de l'Hôpital",69002,LYON,http://www.chu-lyon.fr/internet/chu/musee/presentation_musee.htm,45.759326,4.83587
Muséum - Musée des Confluences,"10, Rue Boileau",69006,LYON,http://www.museedesconfluences.fr,45.774092,4.847976
Musée Historique des Tissus,"34, Rue de la Charité",69002,LYON,http://www.musee-des-tissus.com,45.753117,4.831633
Musée des Beaux-Arts,"20, Place des Terreaux",69001,LYON,http://www.mba-lyon.fr,45.767177,4.833576
Musée des Arts Décoratifs,"34, Rue de la Charité",69002,LYON,http://www.musee-des-tissus.com,45.753117,4.831633
Musées Gadagne,"1, Place du Petit Collège",69005,LYON,http://www.gadagne.musees.lyon.fr,45.763856,4.827749
Musée de l'Imprimerie,"13, Rue de la Poulaillerie",69002,LYON,http://www.imprimerie.lyon.fr,45.764219,4.834752
Musée Archéologique,"Route Départementale 502

2, Chemin de la Plaine",69560,SAINT-ROMAIN-EN-GAL,http://www.musees-gallo-romains.com ou www.rhone.fr,45.532101,4.867764
Musée Paul Dini,"2, Place Faubert",69400,VILLEFRANCHE-SUR-SAONE,http://www.musee-paul-dini.com,45.990936,4.721527
Musée Lapidaire,Place Maurice Mollard,73100,AIX-LES-BAINS,,45.688657,5.915597
Musée du docteur Faure,"Villa ""Les Chimères""

10, Boulevard des Côtes",73100,AIX-LES-BAINS,Site de la ville - www.aixlesbains.fr,45.692157,5.915578
Musée du Costume,Hauteville-Gondon,73700,BOURG-SAINT-MAURICE,,45.594598,6.759433
Musée des Beaux-Arts,Place du Palais de Justice,73000,CHAMBERY,Site de la ville - www.chambery.fr,45.568097,5.919108
Musée des Charmettes,"890, Chemin des Charmettes",73000,CHAMBERY,Site de la mairie,45.552732,5.93011
Muséum d'histoire naturelle,"208, Avenue de Lyon

B.P. 844",73007,CHAMBERY CEDEX,,45.563911,5.916266
Musée de l'Académie de La Val d'Isère,"23, Place Saint-Pierre",73600,MOÛTIERS,Site de l'Académie - http://academie.sup.fr,45.483424,6.532778
